account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,support_level,discount_level
59,314.02,15,14,0.211,0.2464,3,No,1.2,0.58,2.26,5.2,4.44,2.6,No,Medium,Low
60,167.01,16,13,0.194,0.0248,0,No,2.2,0.485,4.25,5.62,9.17,3.4,No,None,Low
24,27.88,1,9,0.348,0.0464,1,No,3.3,0.955,4.19,5.68,8.37,5.3,No,Low,Mid
26,46.86,1,46,0.033,0.0016,0,No,0.0,0.897,3.71,2.73,8.7,2.9,No,None,Low
28,86.7,1,43,0.431,0.0008,1,No,5.6,0.186,3.49,4.75,7.82,5.5,No,Low,Mid
58,113.86,1,17,0.159,0.0144,0,No,5.8,0.591,4.07,6.12,9.02,3.4,No,None,Low
47,22.38,1,27,0.199,0.0376,0,No,4.2,0.69,4.69,5.08,9.56,4.3,No,None,Low
60,81.39,46,2,0.199,0.0632,1,Yes,4.1,0.501,4.19,7.8,8.31,3.9,No,Low,Low
4,23.85,1,58,0.271,0.1384,4,No,2.1,0.259,1.64,2.83,3.51,4.8,Yes,Medium,Mid
36,47.74,1,33,0.201,0.0744,1,No,4.8,0.339,4.78,4.98,8.87,4.1,No,Low,Low
15,54.44,8,27,0.459,0.0112,0,No,1.0,0.331,4.81,4.25,9.77,5.9,No,None,High
22,103.3,1,14,0.343,0.0408,0,No,3.1,0.699,2.74,5.37,7.6,4.8,No,None,Mid
60,127.37,16,35,0.156,0.0128,0,Yes,4.3,0.658,3.99,5.22,8.95,3.3,No,None,Low
55,53.22,14,30,0.52,0.008,1,No,3.1,0.327,3.18,5.0,7.49,6.3,No,Low,High
49,118.06,13,22,0.173,0.0424,0,No,1.5,0.739,4.95,4.83,9.81,3.5,No,None,Low
57,177.3,43,2,0.205,0.1672,3,No,3.8,0.628,4.25,7.6,6.69,3.4,No,Medium,Low
24,51.4,19,28,0.325,0.0216,0,No,2.9,0.802,3.05,5.2,7.98,5.0,No,None,Mid
24,157.9,13,32,0.186,0.0992,0,No,3.7,0.403,3.88,5.07,8.55,3.4,No,None,Low
37,39.18,19,21,0.228,0.024,0,No,4.2,0.622,4.63,5.98,9.55,4.4,No,None,Mid
5,39.78,2,125,0.115,0.0976,1,No,4.2,0.985,3.73,1.47,7.74,3.6,Yes,Low,Low
6,121.72,1,10,0.408,0.0712,0,No,7.4,0.412,4.15,7.0,8.91,5.1,No,None,Mid
49,85.86,13,11,0.204,0.1392,0,No,5.2,0.891,3.92,6.62,8.46,3.9,No,None,Low
57,38.69,29,25,0.562,0.0224,0,Yes,4.0,0.732,5.0,6.05,9.93,6.7,No,None,High
10,130.82,1,60,0.797,0.0568,1,No,2.4,0.591,3.99,2.83,8.13,7.8,Yes,Low,Extreme
3,97.31,1,127,0.607,0.0552,4,No,1.5,0.372,3.75,1.0,5.9,6.7,Yes,Medium,High
38,140.74,1,169,0.286,0.0568,2,No,3.7,0.767,3.5,1.27,6.98,4.2,Yes,Low,Mid
34,129.75,9,12,0.157,0.0712,1,No,0.9,0.452,4.23,5.0,8.33,3.3,No,Low,Low
6,50.14,1,18,0.502,0.0144,0,No,4.2,0.836,4.57,5.53,9.52,6.2,No,None,High
10,389.61,1,43,0.188,0.2336,0,No,3.8,0.183,3.75,4.15,7.97,2.0,No,None,Low
16,20.38,9,117,0.138,0.0376,0,Yes,3.2,0.76,4.72,1.37,9.59,3.8,Yes,None,Low
60,154.25,16,14,0.636,0.0064,0,No,4.2,0.402,3.45,6.23,8.43,6.5,No,None,High
29,97.62,8,47,0.395,0.0368,0,No,6.9,0.432,4.22,5.22,9.1,5.2,No,None,Mid
3,68.53,2,27,0.399,0.1192,0,No,3.0,0.696,3.27,4.72,7.87,5.4,No,None,Mid
11,227.05,3,13,0.166,0.2096,1,No,0.0,0.557,4.65,4.45,8.28,2.8,No,Low,Low
37,24.44,19,15,0.388,0.22,0,No,0.0,0.94,3.56,4.88,7.83,5.6,No,None,Mid
4,120.77,2,63,0.26,0.0504,2,No,1.9,0.409,3.25,2.55,6.75,4.1,Yes,Low,Mid
49,59.45,1,15,0.175,0.0832,1,No,3.0,0.739,3.88,5.28,7.94,3.9,No,Low,Low
4,33.7,2,3,0.233,0.0704,0,No,1.8,0.479,5.0,5.52,9.77,4.4,No,None,Mid
24,15.17,7,30,0.27,0.0136,1,No,4.0,0.911,5.0,5.07,9.29,4.8,No,Low,Mid
28,74.27,8,15,0.197,0.0304,0,No,0.4,0.317,4.73,4.65,9.63,3.9,No,None,Low
56,12.84,1,9,0.068,0.0448,2,Yes,1.0,0.635,1.98,4.92,5.5,3.4,No,Low,Low
35,86.88,27,3,0.507,0.0344,0,Yes,5.0,0.498,4.83,7.42,9.72,6.0,No,None,High
38,94.86,10,3,0.285,0.0376,0,No,4.4,0.674,5.0,6.65,9.87,4.4,No,None,Mid
50,105.96,1,30,0.262,0.0776,0,No,0.7,0.658,5.0,3.77,9.74,4.2,No,None,Mid
24,157.6,13,22,0.209,0.2672,0,No,6.3,0.797,5.0,6.43,9.11,3.5,No,None,Low
22,161.71,1,55,0.462,0.052,0,No,2.1,0.518,3.94,2.98,8.77,5.3,No,None,High
26,67.98,7,10,0.522,0.1128,0,No,3.9,0.556,3.13,6.03,7.75,6.2,No,None,High
18,102.05,10,11,0.12,0.036,1,No,4.1,0.657,2.63,6.15,6.84,3.2,No,Low,Low
59,135.64,15,43,0.2,0.0336,2,No,3.6,0.675,3.7,4.55,7.25,3.6,No,Low,Low
3,48.69,1,42,0.266,0.0288,1,No,2.8,0.631,3.77,3.87,8.01,4.6,No,Low,Mid
46,18.07,12,9,0.265,0.0424,1,No,6.0,0.852,3.91,6.95,8.1,4.7,No,Low,Mid
11,239.53,3,16,0.418,0.0136,0,No,6.5,0.461,3.98,6.47,8.93,4.5,No,None,Mid
9,75.07,5,11,0.126,0.0184,2,No,2.6,0.831,3.41,5.48,7.02,3.4,No,Low,Low
54,71.95,28,5,0.33,0.0248,0,Yes,4.1,0.842,5.0,7.05,9.92,4.9,No,None,Mid
33,79.55,1,3,0.469,0.1488,3,No,0.0,0.465,3.03,4.88,5.53,5.8,No,Medium,High
26,154.59,14,60,0.414,0.0104,0,No,0.6,0.371,5.0,2.67,9.97,5.0,Yes,None,Mid
36,53.49,1,11,0.347,0.028,0,No,1.7,0.428,3.49,5.05,8.4,5.1,No,None,Mid
4,47.51,2,261,0.094,0.144,2,No,4.1,0.478,4.04,1.43,7.23,3.4,Yes,Low,Low
52,45.44,1,18,0.057,0.12,1,No,4.2,0.861,5.0,5.53,8.93,3.1,No,Low,Low
2,64.0,1,33,0.188,0.0184,0,No,4.4,0.882,3.77,4.85,8.71,3.9,No,None,Low
8,90.38,3,6,0.208,0.024,0,Yes,5.3,0.803,4.27,6.57,9.19,3.9,No,None,Low
7,92.39,4,93,0.201,0.0336,0,No,4.1,0.468,2.51,1.85,7.4,3.9,Yes,None,Low
36,41.97,1,23,0.45,0.0224,1,No,2.0,0.508,4.37,4.55,8.63,5.9,No,Low,High
34,98.41,18,5,0.078,0.0296,0,No,3.3,0.805,4.13,6.45,9.03,3.0,No,None,Low
40,54.77,11,15,0.054,0.0624,0,No,5.1,0.615,4.09,6.32,8.88,3.0,No,None,Low
19,54.45,1,13,0.309,0.1792,0,No,7.2,0.777,5.0,6.78,9.4,4.8,No,None,Mid
29,51.27,30,10,0.657,0.1184,1,No,0.4,0.412,2.66,5.63,6.6,7.3,No,Low,High
39,52.33,1,16,0.07,0.0304,1,No,3.9,0.431,4.7,5.53,8.93,3.2,No,Low,Low
6,69.36,2,42,0.422,0.0968,1,No,0.2,0.701,3.35,3.03,7.36,5.5,Yes,Low,Mid
10,21.99,6,63,0.265,0.144,1,No,5.4,0.643,5.0,3.85,8.85,4.7,No,Low,Mid
41,95.73,21,12,0.507,0.0256,1,No,5.3,0.332,4.15,6.87,8.4,6.0,No,Low,High
42,128.92,11,31,0.38,0.084,3,No,6.1,0.582,3.74,5.85,6.46,4.9,No,Medium,Mid
5,41.53,4,11,0.408,0.0312,1,Yes,5.1,0.443,2.22,6.28,6.45,5.6,No,Low,Mid
59,164.96,1,27,0.017,0.0,0,No,0.0,0.887,3.12,3.68,8.12,2.1,No,None,Low
24,76.45,7,6,0.065,0.1096,0,Yes,4.8,0.554,5.0,6.53,9.63,3.0,No,None,Low
41,136.06,1,33,0.081,0.0136,0,No,1.1,0.736,4.37,3.75,9.32,2.8,No,None,Low
22,43.9,12,23,0.05,0.0288,0,No,1.7,0.536,4.09,4.82,8.99,3.1,No,None,Low
26,115.59,20,7,0.216,0.096,2,No,3.5,0.608,2.92,6.48,6.27,3.8,No,Low,Low
51,74.5,13,118,0.088,0.1304,2,No,0.0,0.789,3.93,1.0,7.16,3.2,Yes,Low,Low
37,62.9,1,2,0.375,0.092,0,Yes,2.2,0.669,3.73,5.67,8.42,5.2,No,None,Mid
45,131.6,12,11,0.633,0.0096,0,No,5.5,0.335,3.79,6.68,8.76,6.6,No,None,High
29,51.96,8,27,0.252,0.0776,1,No,2.8,0.539,3.11,4.85,7.18,4.5,No,Low,Mid
36,62.68,19,29,0.176,0.0352,0,No,3.9,0.556,3.7,5.48,8.58,3.9,No,None,Low
20,75.23,11,3,0.47,0.1488,1,No,2.9,0.526,5.0,6.18,8.84,5.8,No,Low,High
18,53.81,10,111,0.403,0.1096,0,No,0.0,0.675,4.46,1.0,9.09,5.5,Yes,None,Mid
40,36.87,1,3,0.468,0.2264,2,No,2.7,0.38,4.8,5.78,7.71,6.1,No,Low,High
45,96.85,12,15,0.385,0.0472,0,No,0.0,0.451,5.0,4.65,9.84,5.1,No,None,Mid
41,114.26,31,16,0.213,0.2696,2,Yes,2.6,0.509,4.95,6.1,7.72,3.8,No,Low,Low
54,59.6,14,111,0.475,0.048,0,Yes,3.3,0.159,4.18,1.57,9.02,6.0,Yes,None,High
56,17.92,1,5,0.47,0.036,1,Yes,7.3,0.291,4.17,7.22,8.38,6.2,No,Low,High
56,251.08,29,47,0.239,0.304,3,No,1.4,0.631,1.94,4.08,3.93,3.2,Yes,Medium,Mid
15,59.83,1,18,0.37,0.1712,3,No,1.8,0.707,3.25,4.73,5.68,5.2,No,Medium,Mid
15,43.57,1,5,0.171,0.0352,1,No,7.1,0.736,4.83,7.15,9.05,3.9,No,Low,Low
24,45.15,13,50,0.562,0.0352,1,Yes,3.1,0.713,4.16,3.97,8.38,6.7,No,Low,High
29,77.8,15,39,0.299,0.16,3,No,3.2,0.492,3.04,4.62,5.51,4.6,No,Medium,Mid
54,40.08,41,117,0.582,0.1896,1,Yes,2.5,0.466,4.22,2.2,7.92,6.8,Yes,Low,High
17,187.2,9,13,0.254,0.0512,1,No,1.8,0.705,3.07,5.25,7.23,3.7,No,Low,Mid
49,149.74,13,1,0.406,0.0024,0,No,0.8,0.82,3.61,5.65,8.6,4.9,No,None,Mid
47,108.48,1,66,0.267,0.0184,0,No,1.0,0.334,4.0,2.07,8.94,4.2,Yes,None,Mid
25,336.77,7,35,0.06,0.088,0,No,5.2,0.805,3.74,5.22,8.45,1.4,No,None,Low
16,106.39,1,14,0.207,0.0096,3,No,2.2,0.628,3.05,5.07,6.02,3.8,No,Medium,Low
50,58.16,13,8,0.26,0.188,0,No,4.6,0.946,4.77,6.57,9.14,4.5,No,None,Mid
17,194.96,5,43,0.242,0.016,1,Yes,4.3,0.528,2.87,4.45,7.15,3.5,No,Low,Mid
47,171.51,24,9,0.455,0.1728,2,No,4.7,0.264,4.39,6.92,7.48,5.2,No,Low,High
47,1006.53,12,3,0.293,0.0216,0,No,5.0,0.527,5.0,6.92,9.93,2.1,No,None,Mid
21,25.88,1,3,0.52,0.0288,0,No,5.1,0.68,3.31,6.58,8.21,6.5,No,None,High
44,19.51,12,6,0.48,0.0288,1,No,3.8,0.483,4.76,6.37,9.0,6.2,No,Low,High
48,163.2,13,4,0.278,0.0072,0,Yes,3.2,0.258,4.07,6.3,9.05,4.0,No,None,Mid
27,64.27,1,146,0.319,0.0144,1,No,8.0,0.274,4.69,2.7,8.98,4.8,Yes,Low,Mid
54,125.4,14,3,0.041,0.0696,1,No,5.5,0.565,3.38,7.15,7.48,2.5,No,Low,Low
5,112.09,3,27,0.232,0.0088,0,No,1.3,0.967,5.0,4.18,9.97,4.0,No,None,Mid
22,30.22,6,49,0.246,0.0776,0,No,3.8,0.673,5.0,4.02,9.74,4.5,No,None,Mid
33,28.75,1,37,0.266,0.036,0,No,6.9,0.327,4.59,5.48,9.47,4.7,No,None,Mid
40,59.68,21,18,0.205,0.0392,0,No,6.0,0.285,3.38,6.8,8.25,4.1,No,None,Low
2,80.75,2,16,0.24,0.1728,0,No,3.2,0.474,3.95,5.33,8.37,4.2,No,None,Mid
35,109.56,1,43,0.346,0.0488,0,Yes,4.1,0.604,3.97,4.25,8.81,4.8,No,None,Mid
43,52.23,11,12,0.284,0.1632,0,Yes,3.8,0.543,4.0,6.03,8.46,4.7,No,None,Mid
19,46.75,5,17,0.349,0.0112,1,No,5.6,0.897,5.0,6.18,9.3,5.2,No,Low,Mid
40,78.85,11,22,0.53,0.2256,1,No,3.3,0.772,2.92,5.37,6.5,6.2,No,Low,High
27,16.79,7,14,0.558,0.0248,0,No,6.1,0.452,4.08,6.57,9.0,6.8,No,None,High
40,166.25,21,14,0.093,0.0992,4,No,2.0,0.616,1.12,5.67,3.12,2.7,No,Medium,Low
36,99.98,1,6,0.19,0.0104,0,No,1.8,0.5,4.42,5.33,9.39,3.7,No,None,Low
59,64.35,1,44,0.571,0.1032,2,No,0.1,0.678,2.66,2.87,5.98,6.6,Yes,Low,High
39,69.41,1,1,0.12,0.0752,0,No,1.3,0.52,5.0,5.42,9.75,3.4,No,None,Low
2,75.19,1,46,0.108,0.0176,2,No,2.3,0.576,3.18,3.5,6.79,3.3,Yes,Low,Low
41,69.36,21,11,0.146,0.0568,1,No,3.4,0.55,3.35,6.28,7.49,3.6,No,Low,Low
53,36.72,1,38,0.329,0.096,2,No,3.0,0.741,4.28,4.13,7.63,5.1,No,Low,Mid
18,102.21,1,4,0.222,0.1072,2,No,2.3,0.219,3.45,5.6,6.76,3.9,No,Low,Low
46,73.59,1,41,0.219,0.0024,2,No,2.1,0.831,1.71,3.68,5.37,4.1,No,Low,Low
23,42.03,1,7,0.345,0.0168,1,No,1.6,0.818,4.12,5.22,8.4,5.2,No,Low,Mid
54,40.72,28,94,0.304,0.0544,1,Yes,6.6,0.687,5.0,3.43,9.15,4.9,Yes,Low,Mid
26,81.97,1,12,0.475,0.1512,1,No,5.7,0.584,3.35,6.33,7.18,5.8,No,Low,High
11,57.03,1,9,0.331,0.064,0,No,3.7,0.591,3.83,5.82,8.62,5.0,No,None,Mid
48,131.71,13,11,0.348,0.0304,1,No,4.5,0.505,3.87,6.38,8.1,4.6,No,Low,Mid
1,123.94,1,16,0.423,0.0304,1,No,5.0,0.576,4.28,5.9,8.51,5.2,No,Low,Mid
36,54.41,1,5,0.274,0.072,1,Yes,4.3,0.829,2.97,6.22,7.06,4.6,No,Low,Mid
50,64.07,1,57,0.408,0.016,0,No,2.2,0.671,4.85,2.92,9.8,5.5,No,None,Mid
20,34.69,1,8,0.224,0.0584,2,No,0.0,0.521,3.12,4.63,6.59,4.4,No,Low,Low
31,64.7,32,9,0.251,0.0216,1,No,0.0,0.655,4.21,5.62,8.47,4.4,No,Low,Mid
8,61.42,1,13,0.468,0.0688,2,No,3.5,0.654,3.16,5.55,6.6,5.9,No,Low,High
40,36.2,11,4,0.55,0.0152,0,No,0.5,0.653,2.56,5.33,7.51,6.6,No,None,High
24,24.75,1,13,0.232,0.0648,0,No,4.4,0.273,5.0,5.85,9.78,4.5,No,None,Mid
54,191.24,14,40,0.283,0.0488,0,No,3.3,0.169,4.32,4.57,9.16,3.8,No,None,Mid
20,94.83,1,11,0.134,0.0408,0,No,4.2,0.818,4.45,5.88,9.31,3.4,No,None,Low
55,76.13,1,26,0.519,0.0968,0,Yes,2.6,0.57,5.0,4.6,9.68,6.2,No,None,High
15,23.87,1,52,0.471,0.0688,1,No,1.9,0.325,3.87,3.07,7.97,6.2,Yes,Low,High
30,64.41,1,23,0.259,0.0528,1,No,2.2,0.727,3.39,4.62,7.55,4.4,No,Low,Mid
20,52.6,6,17,0.234,0.2008,4,No,5.3,0.769,3.16,6.12,4.82,4.3,No,Medium,Mid
38,80.94,1,13,0.309,0.0504,0,No,1.6,0.701,5.0,4.92,9.83,4.7,No,None,Mid
2,48.24,2,12,0.158,0.1656,0,Yes,3.2,0.733,5.0,5.53,9.45,3.8,No,None,Low
6,105.33,1,59,0.227,0.0816,1,Yes,3.0,0.804,4.51,3.08,8.57,4.0,No,Low,Mid
42,61.99,1,13,0.062,0.2072,2,No,3.2,0.78,3.42,5.45,6.4,3.1,No,Low,Low
18,35.47,5,11,0.403,0.032,0,No,3.9,0.34,3.97,5.92,8.86,5.6,No,None,Mid
36,31.73,19,13,0.243,0.0576,0,No,0.8,0.398,5.0,5.25,9.81,4.5,No,None,Mid
14,125.85,8,37,0.117,0.1936,1,No,1.4,0.942,4.02,3.88,7.71,3.1,No,Low,Low
26,80.54,7,43,0.121,0.0,0,No,2.0,0.745,4.7,3.75,9.7,3.4,No,None,Low
34,71.92,1,49,0.038,0.0656,0,No,5.5,0.655,4.48,4.42,9.26,2.8,No,None,Low
54,34.53,14,5,0.367,0.0736,0,No,5.0,0.579,2.71,6.88,7.46,5.4,No,None,Mid
30,111.26,16,34,0.469,0.0048,0,No,0.8,0.624,4.15,4.1,9.13,5.6,No,None,High
7,123.87,1,41,0.254,0.1592,1,No,3.9,0.613,4.64,4.28,8.44,4.0,No,Low,Mid
59,99.12,15,42,0.444,0.016,1,Yes,2.9,0.708,2.53,4.37,6.81,5.5,No,Low,Mid
30,38.25,16,49,0.036,0.1632,0,No,2.1,0.428,4.01,3.78,8.47,3.0,No,None,Low
18,24.78,1,18,0.274,0.0016,0,No,1.8,0.5,3.98,4.73,8.97,4.8,No,None,Mid
22,15.37,12,34,0.248,0.048,2,Yes,1.2,0.511,2.4,4.1,5.91,4.6,No,Low,Mid
17,45.29,5,73,0.216,0.1456,3,No,6.3,0.582,2.77,3.62,5.28,4.2,Yes,Medium,Low
31,30.37,1,54,0.444,0.052,0,No,6.7,0.417,3.49,4.57,8.32,5.9,No,None,Mid
56,89.29,15,22,0.221,0.0336,0,Yes,2.9,0.724,4.41,5.37,9.3,4.0,No,None,Low
17,95.3,1,76,0.179,0.0592,0,No,0.0,0.551,2.94,1.23,7.74,3.7,Yes,None,Low
31,90.45,8,6,0.131,0.0672,1,No,3.3,0.454,3.84,6.07,7.95,3.4,No,Low,Low
13,166.29,1,51,0.091,0.1408,2,No,5.2,0.451,4.16,4.22,7.36,2.6,No,Low,Low
27,30.73,1,3,0.3,0.0184,1,No,5.1,0.711,3.41,6.58,7.68,4.9,No,Low,Mid
20,113.01,11,1,0.834,0.0584,3,No,4.6,0.472,3.06,6.85,5.87,8.2,No,Medium,Extreme
17,152.98,5,75,0.482,0.1024,1,No,4.2,0.414,4.67,2.82,8.66,5.5,Yes,Low,High
29,15.46,1,69,0.157,0.048,1,No,3.4,0.708,4.36,2.72,8.53,4.0,Yes,Low,Low
39,40.19,10,45,0.467,0.0344,1,No,0.5,0.8,5.0,3.25,9.22,6.0,No,Low,High
35,75.39,18,55,0.4,0.0144,1,No,5.4,0.664,4.38,4.65,8.67,5.3,No,Low,Mid
8,68.27,5,15,0.09,0.1032,0,No,2.0,0.237,4.33,5.08,8.99,3.2,No,None,Low
43,34.64,33,5,0.315,0.1408,1,Yes,1.8,0.52,3.35,6.45,7.21,5.0,No,Low,Mid
38,20.7,10,13,0.204,0.0136,0,No,2.9,0.814,4.15,5.65,9.1,4.3,No,None,Low
15,32.56,1,43,0.203,0.004,2,No,1.9,0.739,3.08,3.52,6.73,4.2,Yes,Low,Low
50,72.8,1,4,0.312,0.068,1,No,1.7,0.471,4.92,5.4,9.03,4.7,No,Low,Mid
1,28.35,1,24,0.309,0.1512,1,No,4.9,0.399,2.45,5.47,6.28,5.0,No,Low,Mid
33,178.98,1,78,0.264,0.0848,1,No,4.4,0.417,3.89,2.6,7.94,3.8,Yes,Low,Mid
3,43.75,1,11,0.393,0.0136,0,No,1.4,0.839,4.49,4.95,9.44,5.5,No,None,Mid
39,45.27,10,45,0.341,0.0104,1,No,0.4,0.63,2.06,3.22,6.36,5.1,Yes,Low,Mid
38,65.83,20,11,0.292,0.068,1,Yes,3.2,0.214,3.81,6.18,7.92,4.6,No,Low,Mid
48,83.92,1,35,0.287,0.0264,0,No,1.3,0.816,3.84,3.72,8.75,4.5,No,None,Mid
15,70.33,4,0,0.095,0.064,2,No,0.0,0.313,2.71,5.13,6.16,3.2,No,Low,Low
42,22.12,11,39,0.106,0.0848,1,No,4.5,0.573,4.31,4.92,8.36,3.6,No,Low,Low
18,38.25,10,13,0.236,0.0368,2,Yes,3.5,0.425,4.48,5.85,8.02,4.4,No,Low,Mid
38,132.26,20,15,0.322,0.0096,1,No,4.3,0.869,4.0,6.35,8.3,4.5,No,Low,Mid
31,224.46,1,26,0.077,0.1096,3,No,1.4,0.526,2.81,4.2,5.44,2.2,No,Medium,Low
20,51.77,1,22,0.114,0.0624,0,No,0.0,0.481,4.23,3.93,9.02,3.5,No,None,Low
59,71.23,15,61,0.238,0.0176,1,No,3.6,0.532,2.81,3.65,7.08,4.2,Yes,Low,Mid
7,135.22,8,1,0.213,0.044,2,Yes,3.0,0.53,4.13,6.22,7.65,3.7,No,Low,Low
37,31.8,28,2,0.374,0.1568,2,No,1.4,0.849,4.06,6.3,7.2,5.4,No,Low,Mid
27,50.76,7,1,0.241,0.1232,1,No,3.1,0.333,3.72,6.22,7.64,4.4,No,Low,Mid
8,25.43,1,59,0.219,0.2376,0,No,5.7,0.593,4.06,3.98,8.27,4.4,Yes,None,Low
14,125.12,1,5,0.235,0.1616,2,Yes,0.3,0.538,2.33,4.88,5.46,3.9,No,Low,Mid
50,45.99,1,24,0.299,0.0424,1,No,2.4,0.744,4.18,4.63,8.37,4.8,No,Low,Mid
15,14.86,1,1,0.096,0.1224,0,No,1.7,0.654,3.42,5.55,8.01,3.6,No,None,Low
7,57.5,2,3,0.584,0.0952,2,No,3.6,0.572,2.29,6.12,5.64,6.7,No,Low,High
33,47.08,1,18,0.222,0.0616,3,No,7.5,0.64,3.34,6.63,6.13,4.3,No,Medium,Low
52,90.84,14,50,0.193,0.1456,2,No,2.7,0.252,3.13,3.87,6.31,3.8,Yes,Low,Low
34,105.29,1,7,0.266,0.0112,0,No,3.3,0.669,3.39,5.78,8.35,4.2,No,None,Mid
4,31.92,3,36,0.288,0.0712,1,No,3.1,0.454,4.25,4.33,8.35,4.8,No,Low,Mid
1,39.39,1,21,0.297,0.0024,0,No,2.5,0.86,4.1,4.82,9.09,4.8,No,None,Mid
41,143.67,1,15,0.401,0.0376,1,No,2.9,0.782,3.97,5.25,8.18,4.9,No,Low,Mid
14,47.94,1,5,0.203,0.0296,1,No,0.5,0.453,4.06,4.95,8.29,4.1,No,Low,Low
31,109.87,24,27,0.084,0.0176,1,No,3.2,0.398,4.61,5.52,8.88,2.9,No,Low,Low
38,109.71,10,3,0.397,0.012,1,Yes,6.1,0.504,4.62,7.22,8.91,5.1,No,Low,Mid
50,43.57,13,30,0.336,0.0048,0,No,3.1,0.388,3.93,4.97,8.91,5.1,No,None,Mid
53,176.73,1,27,0.125,0.0096,1,Yes,2.2,0.841,4.3,4.42,8.6,2.8,No,Low,Low
20,43.64,6,10,0.213,0.2376,1,No,4.1,0.531,4.95,6.07,8.49,4.2,No,Low,Low
3,142.39,1,7,0.476,0.0832,1,No,3.9,0.229,2.21,5.98,6.27,5.5,No,Low,High
35,109.74,9,28,0.074,0.1744,2,No,0.0,0.717,3.33,3.9,6.42,2.9,No,Low,Low
46,71.65,12,7,0.434,0.0296,0,No,3.7,0.443,4.41,6.28,9.31,5.6,No,None,Mid
33,109.75,1,12,0.136,0.0568,0,No,3.0,0.76,4.33,5.43,9.14,3.3,No,None,Low
15,60.88,1,22,0.212,0.1728,0,No,2.1,0.865,5.0,4.63,9.42,4.1,No,None,Low
3,80.98,2,34,0.323,0.0256,0,No,0.4,0.597,4.36,3.5,9.27,4.8,No,None,Mid
28,47.21,15,20,0.619,0.0816,1,No,3.1,0.523,5.0,5.53,9.06,7.0,No,Low,High
27,76.96,7,32,0.733,0.0704,1,No,1.9,0.814,4.65,4.27,8.75,7.7,No,Low,Extreme
47,74.3,12,5,0.455,0.1176,0,No,3.0,0.318,4.38,6.15,8.99,5.7,No,None,High
47,48.46,12,16,0.282,0.0104,0,No,3.9,0.681,3.93,5.9,8.9,4.7,No,None,Mid
33,95.34,17,18,0.32,0.196,1,No,3.0,0.483,3.49,5.67,7.17,4.7,No,Low,Mid
19,11.28,5,49,0.288,0.0728,0,No,6.9,0.558,2.04,5.02,6.8,4.9,No,None,Mid
56,84.22,43,30,0.288,0.0112,1,Yes,4.3,0.767,4.84,6.37,9.14,4.5,No,Low,Mid
58,138.42,15,1,0.273,0.0128,0,Yes,0.0,0.729,4.57,5.45,9.53,4.1,No,None,Mid
33,68.74,1,13,0.376,0.0504,2,No,1.9,0.354,4.24,5.02,7.74,5.2,No,Low,Mid
31,77.25,1,2,0.183,0.0664,1,No,0.2,0.563,3.39,5.0,7.5,3.8,No,Low,Low
4,14.32,6,47,0.279,0.3248,1,No,5.0,0.926,3.81,4.52,7.06,4.9,No,Low,Mid
32,156.76,17,9,0.223,0.0488,0,No,0.9,0.602,4.5,5.42,9.34,3.6,No,None,Low
42,112.29,22,5,0.405,0.0016,0,No,7.0,0.816,5.0,7.82,9.99,5.2,No,None,Mid
28,48.86,29,0,0.744,0.0784,1,No,2.3,0.851,2.48,6.73,6.55,7.9,No,Low,Extreme
56,129.14,29,58,0.205,0.2352,1,Yes,0.8,0.944,4.27,3.33,7.82,3.7,No,Low,Low
16,85.15,1,32,0.179,0.072,0,No,3.8,0.446,4.22,4.7,8.98,3.7,No,None,Low
49,127.51,1,77,0.419,0.028,1,No,4.3,0.439,4.24,2.62,8.48,5.2,Yes,Low,Mid
43,55.25,1,2,0.21,0.0688,1,No,3.4,0.717,4.41,6.07,8.51,4.1,No,Low,Low
28,14.72,8,13,0.569,0.092,3,Yes,3.5,0.882,2.26,5.78,4.95,6.9,No,Medium,High
15,115.5,1,8,0.312,0.0192,0,No,3.1,0.515,5.0,5.67,9.94,4.5,No,None,Mid
48,48.52,37,42,0.338,0.0048,1,No,3.1,0.633,4.51,5.17,8.83,5.1,No,Low,Mid
22,51.57,6,1,0.359,0.044,1,Yes,2.2,0.646,4.43,5.88,8.62,5.2,No,Low,Mid
31,30.38,39,11,0.22,0.0408,1,No,3.0,0.67,2.92,6.75,7.12,4.4,No,Low,Low
60,139.58,1,14,0.234,0.08,3,No,6.3,0.876,2.35,6.43,5.08,3.8,No,Medium,Mid
21,23.57,11,134,0.159,0.0384,1,No,5.4,0.804,4.31,2.17,8.52,4.0,Yes,Low,Low
32,53.42,9,27,0.142,0.0248,1,No,3.7,0.482,3.09,5.18,7.34,3.7,No,Low,Low
7,31.46,2,94,0.499,0.048,0,No,2.3,0.937,5.0,1.13,9.84,6.3,Yes,None,High
33,34.68,17,211,0.58,0.0352,0,Yes,4.9,0.719,3.92,2.2,8.8,6.9,Yes,None,High
8,56.95,1,21,0.388,0.0376,1,No,3.3,0.498,4.41,5.08,8.62,5.4,No,Low,Mid
14,43.86,8,26,0.361,0.0016,0,No,4.3,0.74,3.48,5.4,8.47,5.3,No,None,Mid
